fiscal_year,cip_number,cip_year_id,project_title,location,project_desc,FY,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,budget_amt,total_amt,source,source_code,source_name,bureau_program,bureau_name,contract_number,has_prior_appropriation,has_prior_request,request_year_min,request_year_max,request_year_list,n_request_year,request_year_range,budget_year_min,budget_year_max,n_budget_year
2014,551-614,551-614_2014,Sewer System Rehabilitation Program - Dundalk Sewershed,Dundalk Sewershed,Repair and replace the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,5341000,1340000,1340000,1340000,1340000,1340000,6681000,700   County Grants,700,County Grants,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,4,5,2014,2018,4
2014,551-614,551-614_2014,Sewer System Rehabilitation Program - Dundalk Sewershed,Dundalk Sewershed,Repair and replace the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Total,0,13869000,2816000,2816000,2816000,2816000,2816000,16685000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,4,5,2014,2018,4
2014,551-616,551-616_2014,Sewer System Rehabilitation Program - Patapsco Sewershed,Patapsco Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,1887000,25220000,25220000,25220000,25220000,25220000,27107000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2014,,1,1,2014,2014,1
2014,551-616,551-616_2014,Sewer System Rehabilitation Program - Patapsco Sewershed,Patapsco Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,403000,6468000,6468000,6468000,6468000,6468000,6871000,700   County Grants,700,County Grants,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2014,,1,1,2014,2014,1
2014,551-616,551-616_2014,Sewer System Rehabilitation Program - Patapsco Sewershed,Patapsco Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Total,0,2290000,31688000,31688000,31688000,31688000,31688000,33978000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2014,,1,1,2014,2014,1
2014,551-620,551-620_2014,Sewer System Rehabilitation Program - High Level Sewershed,High Level Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,54570000,16077000,16077000,16077000,16077000,16077000,70647000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2019,,5,6,2014,2019,5
2014,551-620,551-620_2014,Sewer System Rehabilitation Program - High Level Sewershed,High Level Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Total,0,54570000,16077000,16077000,16077000,16077000,16077000,70647000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2019,,5,6,2014,2019,5
2014,551-622,551-622_2014,Sewer System Rehabilitation Program - Gwynns Falls Sewershed,Gwynns Falls Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,3700000,13671000,13671000,13671000,13671000,13671000,17371000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,4,5,2014,2018,4
2014,551-622,551-622_2014,Sewer System Rehabilitation Program - Gwynns Falls Sewershed,Gwynns Falls Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,7837000,23970000,23970000,23970000,23970000,23970000,31807000,700   County Grants,700,County Grants,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,4,5,2014,2018,4
2014,551-622,551-622_2014,Sewer System Rehabilitation Program - Gwynns Falls Sewershed,Gwynns Falls Sewershed,Repair and replace wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Total,0,11537000,37641000,37641000,37641000,37641000,37641000,49178000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,4,5,2014,2018,4
2014,551-624,551-624_2014,Sewer System Rehabilitation Program - Herring Run Sewershed,Herring Run Sewershed,Repair and replace the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,28385000,28776000,28776000,28776000,28776000,28776000,57161000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,3,5,2014,2018,3
2014,551-624,551-624_2014,Sewer System Rehabilitation Program - Herring Run Sewershed,Herring Run Sewershed,Repair and replace the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Source,0,9865000,8596000,8596000,8596000,8596000,8596000,18461000,700   County Grants,700,County Grants,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,3,5,2014,2018,3
2014,551-624,551-624_2014,Sewer System Rehabilitation Program - Herring Run Sewershed,Herring Run Sewershed,Repair and replace the wastewater collection and conveyance system. Subject to EPA/MDE Consent Decree.,FY2014,Total,0,38250000,37372000,37372000,37372000,37372000,37372000,75622000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,3,5,2014,2018,3
2014,551-627,551-627_2014,Sewer Overflow Elimination,Citywide,"Provide planning, coordination, and implementation strategy for improvements required by Consent Decree in each individual Sewershed.  Design and construction is implemented under other CIP Projects in each Sewershed.",FY2014,Source,0,39066000,3046000,3046000,3046000,3046000,3046000,42112000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,2,5,2014,2018,2
2014,551-627,551-627_2014,Sewer Overflow Elimination,Citywide,"Provide planning, coordination, and implementation strategy for improvements required by Consent Decree in each individual Sewershed.  Design and construction is implemented under other CIP Projects in each Sewershed.",FY2014,Source,0,8934000,2298000,2298000,2298000,2298000,2298000,11232000,700   County Grants,700,County Grants,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,2,5,2014,2018,2
2014,551-627,551-627_2014,Sewer Overflow Elimination,Citywide,"Provide planning, coordination, and implementation strategy for improvements required by Consent Decree in each individual Sewershed.  Design and construction is implemented under other CIP Projects in each Sewershed.",FY2014,Total,0,48000000,5344000,5344000,5344000,5344000,5344000,53344000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2018,,2,5,2014,2018,2
2014,551-687,551-687_2014,Patapsco Chlorine Conversion,Patapsco WWTP,Convert the existing chlorine disinfection system at Patapsco WWTP to a disinfection system using sodium hypochlorite.,FY2014,Source,0,1600000,1052000,1052000,1052000,1052000,1052000,2652000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2015,,2,2,2014,2015,2
2014,551-687,551-687_2014,Patapsco Chlorine Conversion,Patapsco WWTP,Convert the existing chlorine disinfection system at Patapsco WWTP to a disinfection system using sodium hypochlorite.,FY2014,Source,0,3400000,2234000,2234000,2234000,2234000,2234000,5634000,700   County Grants,700,County Grants,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2015,,2,2,2014,2015,2
2014,551-687,551-687_2014,Patapsco Chlorine Conversion,Patapsco WWTP,Convert the existing chlorine disinfection system at Patapsco WWTP to a disinfection system using sodium hypochlorite.,FY2014,Total,0,5000000,3286000,3286000,3286000,3286000,3286000,8286000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2015,,2,2,2014,2015,2
2014,551-692,551-692_2014,Electrical Systems Upgrade,Back River and Patapsco Wastewater Treatment Plants,"Upgrade, replace or rehabilitate critical electrical and control systems at the Back River and Patapsco Wastewater Treatment Plants to assure reliable performance and operations to allow the facilities to meet NPDES Permit criteria. (SC-924, SC-925, SC-92",FY2014,Source,0,3500000,65408000,65408000,65408000,65408000,65408000,68908000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,SC924,TRUE,TRUE,2014,2020,,3,7,2014,2020,3
2014,551-692,551-692_2014,Electrical Systems Upgrade,Back River and Patapsco Wastewater Treatment Plants,"Upgrade, replace or rehabilitate critical electrical and control systems at the Back River and Patapsco Wastewater Treatment Plants to assure reliable performance and operations to allow the facilities to meet NPDES Permit criteria. (SC-924, SC-925, SC-92",FY2014,Source,0,3500000,65408000,65408000,65408000,65408000,65408000,68908000,700   County Grants,700,County Grants,551,DPW: Waste Water,SC924,TRUE,TRUE,2014,2020,,3,7,2014,2020,3
2014,551-692,551-692_2014,Electrical Systems Upgrade,Back River and Patapsco Wastewater Treatment Plants,"Upgrade, replace or rehabilitate critical electrical and control systems at the Back River and Patapsco Wastewater Treatment Plants to assure reliable performance and operations to allow the facilities to meet NPDES Permit criteria. (SC-924, SC-925, SC-92",FY2014,Total,0,7000000,130816000,130816000,130816000,130816000,130816000,137816000,NA,NA,NA,551,DPW: Waste Water,SC924,TRUE,TRUE,2014,2020,,3,7,2014,2020,3
2014,551-752,551-752_2014,Clinton St Pump Station Force Main Improvements,Clinton Street,Design and construct improvements to the Clinton Street Pump Station Force Main due to a number of emergency repairs.,FY2014,Source,0,250000,3080000,3080000,3080000,3080000,3080000,3330000,302   Waste Water Revenue Bonds,302,Waste Water Revenue Bonds,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2019,,3,6,2014,2019,3
2014,551-752,551-752_2014,Clinton St Pump Station Force Main Improvements,Clinton Street,Design and construct improvements to the Clinton Street Pump Station Force Main due to a number of emergency repairs.,FY2014,Total,0,250000,3080000,3080000,3080000,3080000,3080000,3330000,NA,NA,NA,551,DPW: Waste Water,NA,TRUE,TRUE,2014,2019,,3,6,2014,2019,3
2024,557-015,557-015_2024,Neiman Avenue Office Renovations,Neiman Avenue,Acquired building to renovate and house Bureau of Water and Wastewater staff for system maintenance.,FY2024,Source,0,6640000,1500000,1500000,1500000,1500000,1500000,8140000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,TRUE,TRUE,2018,2024,,2,7,2018,2024,2
2024,557-015,557-015_2024,Neiman Avenue Office Renovations,Neiman Avenue,Acquired building to renovate and house Bureau of Water and Wastewater staff for system maintenance.,FY2024,Total,0,6640000,1500000,1500000,1500000,1500000,1500000,8140000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2018,2024,,2,7,2018,2024,2
2024,557-022,557-022_2024,WC-1326 SCADA Single Platform,Citywide,"Provide supervisory control and data acquisition (SCADA) network in the water treatment plants, pump stations, and raw and finished water storage facilities to monitor and control critical operations and maintain secure operations and data.",FY2024,Source,0,11619000,7581000,7581000,7581000,7581000,7581000,19200000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1326,TRUE,TRUE,2018,2024,,3,7,2018,2024,3
2024,557-022,557-022_2024,WC-1326 SCADA Single Platform,Citywide,"Provide supervisory control and data acquisition (SCADA) network in the water treatment plants, pump stations, and raw and finished water storage facilities to monitor and control critical operations and maintain secure operations and data.",FY2024,Source,0,8766000,5719000,5719000,5719000,5719000,5719000,14485000,700   County Grants,700,County Grants,557,DPW: Water Supply,WC1326,TRUE,TRUE,2018,2024,,3,7,2018,2024,3
2024,557-022,557-022_2024,WC-1326 SCADA Single Platform,Citywide,"Provide supervisory control and data acquisition (SCADA) network in the water treatment plants, pump stations, and raw and finished water storage facilities to monitor and control critical operations and maintain secure operations and data.",FY2024,Total,0,20385000,13300000,13300000,13300000,13300000,13300000,33685000,NA,NA,NA,557,DPW: Water Supply,WC1326,TRUE,TRUE,2018,2024,,3,7,2018,2024,3
2024,557-105,557-105_2024,Montebello WFP 1 & 2 Filter Control Panel,Montebello WFP at 3901 Hillen Road,Replace the filter control panels at Montebello WFP 1 & 2 to maintain operations functionality and performance reliability of aging controls critical to performance and permit compliance.,FY2024,Source,0,219000,4666000,4666000,4666000,4666000,4666000,4885000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2024,557-105,557-105_2024,Montebello WFP 1 & 2 Filter Control Panel,Montebello WFP at 3901 Hillen Road,Replace the filter control panels at Montebello WFP 1 & 2 to maintain operations functionality and performance reliability of aging controls critical to performance and permit compliance.,FY2024,Source,0,144000,3111000,3111000,3111000,3111000,3111000,3255000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2024,557-105,557-105_2024,Montebello WFP 1 & 2 Filter Control Panel,Montebello WFP at 3901 Hillen Road,Replace the filter control panels at Montebello WFP 1 & 2 to maintain operations functionality and performance reliability of aging controls critical to performance and permit compliance.,FY2024,Total,0,363000,7777000,7777000,7777000,7777000,7777000,8140000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2024,557-106,557-106_2024,Montebello WFP 2 Sedimentation Basins,Montebello WFP at 3901 Hillen Road,"Funds are needed to rehabilitate and repair concrete and structure of the Sedimentation Basins at Montebello WFP 2, and maintain operations functionality and performance reliability of aging systems critical to WFPs performance and permit compliance.",FY2024,Source,0,148000,9526000,9526000,9526000,9526000,9526000,9674000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2024,557-106,557-106_2024,Montebello WFP 2 Sedimentation Basins,Montebello WFP at 3901 Hillen Road,"Funds are needed to rehabilitate and repair concrete and structure of the Sedimentation Basins at Montebello WFP 2, and maintain operations functionality and performance reliability of aging systems critical to WFPs performance and permit compliance.",FY2024,Source,0,98000,6351000,6351000,6351000,6351000,6351000,6449000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2024,557-106,557-106_2024,Montebello WFP 2 Sedimentation Basins,Montebello WFP at 3901 Hillen Road,"Funds are needed to rehabilitate and repair concrete and structure of the Sedimentation Basins at Montebello WFP 2, and maintain operations functionality and performance reliability of aging systems critical to WFPs performance and permit compliance.",FY2024,Total,0,246000,15877000,15877000,15877000,15877000,15877000,16123000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2020,2024,,3,5,2020,2024,3
2024,557-168,557-168_2024,WC-1382 Montebello 1 Finished Reservoir Structure Study,3901 Hillen Road,Study to finish the reservoir structure at Montebello Plant 1. The existing concrete reservoir dates from the early 1900s and is deteriorating. The Plant 2 reservoir was recently rehabilitated.,FY2024,Source,0,4200000,18000000,18000000,18000000,18000000,18000000,22200000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1382,TRUE,TRUE,2022,2024,,2,3,2022,2024,2
2024,557-168,557-168_2024,WC-1382 Montebello 1 Finished Reservoir Structure Study,3901 Hillen Road,Study to finish the reservoir structure at Montebello Plant 1. The existing concrete reservoir dates from the early 1900s and is deteriorating. The Plant 2 reservoir was recently rehabilitated.,FY2024,Source,0,3088000,12000000,12000000,12000000,12000000,12000000,15088000,700   County Grants,700,County Grants,557,DPW: Water Supply,WC1382,TRUE,TRUE,2022,2024,,2,3,2022,2024,2
2024,557-168,557-168_2024,WC-1382 Montebello 1 Finished Reservoir Structure Study,3901 Hillen Road,Study to finish the reservoir structure at Montebello Plant 1. The existing concrete reservoir dates from the early 1900s and is deteriorating. The Plant 2 reservoir was recently rehabilitated.,FY2024,Total,0,7288000,30000000,30000000,30000000,30000000,30000000,37288000,NA,NA,NA,557,DPW: Water Supply,WC1382,TRUE,TRUE,2022,2024,,2,3,2022,2024,2
2024,557-170,557-170_2024,WC-1408 Montebello Plant 2 Improvements,3901 Hillen Road,"The current process systems, HVAC systems, electrical systems and structural components are in critical need of rehabilitation, replacement and upgrades to continue to meet the system demands and maintain permit compliance.",FY2024,Source,0,1884000,3000000,3000000,3000000,3000000,3000000,4884000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1408,TRUE,TRUE,2020,2024,,2,5,2020,2024,2
2024,557-170,557-170_2024,WC-1408 Montebello Plant 2 Improvements,3901 Hillen Road,"The current process systems, HVAC systems, electrical systems and structural components are in critical need of rehabilitation, replacement and upgrades to continue to meet the system demands and maintain permit compliance.",FY2024,Source,0,1256000,2000000,2000000,2000000,2000000,2000000,3256000,700   County Grants,700,County Grants,557,DPW: Water Supply,WC1408,TRUE,TRUE,2020,2024,,2,5,2020,2024,2
2024,557-170,557-170_2024,WC-1408 Montebello Plant 2 Improvements,3901 Hillen Road,"The current process systems, HVAC systems, electrical systems and structural components are in critical need of rehabilitation, replacement and upgrades to continue to meet the system demands and maintain permit compliance.",FY2024,Total,0,3140000,5000000,5000000,5000000,5000000,5000000,8140000,NA,NA,NA,557,DPW: Water Supply,WC1408,TRUE,TRUE,2020,2024,,2,5,2020,2024,2
2024,557-222,557-222_2024,WC-1401 - On-Call Design & Engineering Services,Citywide,On-call engineering design services for water main replacement program throughout the City of Baltimore.,FY2024,Source,0,2160000,2220000,2220000,2220000,2220000,2220000,4380000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1401,TRUE,TRUE,2021,2024,,2,4,2021,2024,2
2024,557-222,557-222_2024,WC-1401 - On-Call Design & Engineering Services,Citywide,On-call engineering design services for water main replacement program throughout the City of Baltimore.,FY2024,Total,0,2160000,2220000,2220000,2220000,2220000,2220000,4380000,NA,NA,NA,557,DPW: Water Supply,WC1401,TRUE,TRUE,2021,2024,,2,4,2021,2024,2
2024,557-223,557-223_2024,Watershed Comprehensive Plan,City of Baltimore/ Baltimore County,Perform a Watershed Comprehensive Plan for the Liberty and Loch Raven Reservoirs to address long term needs at the Baltimore Metro Region's raw water supply and storage system to meet future needs for water supply for residential and industrial customers,FY2024,Source,0,2862000,3240000,3240000,3240000,3240000,3240000,6102000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,TRUE,TRUE,2021,2024,,3,4,2021,2024,3
2024,557-223,557-223_2024,Watershed Comprehensive Plan,City of Baltimore/ Baltimore County,Perform a Watershed Comprehensive Plan for the Liberty and Loch Raven Reservoirs to address long term needs at the Baltimore Metro Region's raw water supply and storage system to meet future needs for water supply for residential and industrial customers,FY2024,Total,0,2862000,3240000,3240000,3240000,3240000,3240000,6102000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2021,2024,,3,4,2021,2024,3
2024,557-225,557-225_2024,Project 1358 A1 Valve and Fire Hydrant Assessment Operations and Maintenance,Baltimore City and Baltimore County,"The Baltimore Metropolitan Water system includes a large number of valves and fire hydrants in the existing water infrastructure. The scope of this project includes assessment, operation and maintenance of valves between 2-120 inches sizes; assessment, op",FY2024,Source,0,1350000,1350000,1350000,1350000,1350000,1350000,2700000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,TRUE,TRUE,2021,2024,,2,4,2021,2024,2
2024,557-225,557-225_2024,Project 1358 A1 Valve and Fire Hydrant Assessment Operations and Maintenance,Baltimore City and Baltimore County,"The Baltimore Metropolitan Water system includes a large number of valves and fire hydrants in the existing water infrastructure. The scope of this project includes assessment, operation and maintenance of valves between 2-120 inches sizes; assessment, op",FY2024,Source,0,1350000,1350000,1350000,1350000,1350000,1350000,2700000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,TRUE,TRUE,2021,2024,,2,4,2021,2024,2
2024,557-225,557-225_2024,Project 1358 A1 Valve and Fire Hydrant Assessment Operations and Maintenance,Baltimore City and Baltimore County,"The Baltimore Metropolitan Water system includes a large number of valves and fire hydrants in the existing water infrastructure. The scope of this project includes assessment, operation and maintenance of valves between 2-120 inches sizes; assessment, op",FY2024,Total,0,2700000,2700000,2700000,2700000,2700000,2700000,5400000,NA,NA,NA,557,DPW: Water Supply,NA,TRUE,TRUE,2021,2024,,2,4,2021,2024,2
2024,557-259,557-259_2024,"WC-1419 Greenmount Ave 36"" Water Main Rehabilitation",Greenmount Avenue,"Rehabilitation of approximately 5,400 LF 36"" water main on Greenmount Avenue. This project supports the Director's annual 15-mile initiative for water main replacement.",FY2024,Source,0,0,621000,621000,621000,621000,621000,621000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,WC1419,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-259,557-259_2024,"WC-1419 Greenmount Ave 36"" Water Main Rehabilitation",Greenmount Avenue,"Rehabilitation of approximately 5,400 LF 36"" water main on Greenmount Avenue. This project supports the Director's annual 15-mile initiative for water main replacement.",FY2024,Total,0,0,621000,621000,621000,621000,621000,621000,NA,NA,NA,557,DPW: Water Supply,WC1419,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-268,557-268_2024,WC-1406 Replacement No.1 & 2 for On-Call Large Water Main Repairs,Citywide,This project consists of on-call carbon fiber reinforced polymer large water main repairs of assets that were inspected under Project 1201 which were assessed to need immediate attention.,FY2024,Source,0,0,3240000,3240000,3240000,3240000,3240000,3240000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1406,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-268,557-268_2024,WC-1406 Replacement No.1 & 2 for On-Call Large Water Main Repairs,Citywide,This project consists of on-call carbon fiber reinforced polymer large water main repairs of assets that were inspected under Project 1201 which were assessed to need immediate attention.,FY2024,Source,0,0,3240000,3240000,3240000,3240000,3240000,3240000,700   County Grants,700,County Grants,557,DPW: Water Supply,WC1406,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-268,557-268_2024,WC-1406 Replacement No.1 & 2 for On-Call Large Water Main Repairs,Citywide,This project consists of on-call carbon fiber reinforced polymer large water main repairs of assets that were inspected under Project 1201 which were assessed to need immediate attention.,FY2024,Total,0,0,6480000,6480000,6480000,6480000,6480000,6480000,NA,NA,NA,557,DPW: Water Supply,WC1406,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-269,557-269_2024,WC 1392 Franklintown Road Water Main Replacement,Franklintown,"Replacement and rehabilitation of approximately 14,000 +/- LF (2.65 miles) of 20-inch water main in west Baltimore City. This project supports the Director's annual 15-mile initiative for water main replacement.",FY2024,Source,0,556000,7040000,7040000,7040000,7040000,7040000,7596000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,WC1392,TRUE,TRUE,2024,2024,,1,1,2024,2024,1
2024,557-269,557-269_2024,WC 1392 Franklintown Road Water Main Replacement,Franklintown,"Replacement and rehabilitation of approximately 14,000 +/- LF (2.65 miles) of 20-inch water main in west Baltimore City. This project supports the Director's annual 15-mile initiative for water main replacement.",FY2024,Total,0,556000,7040000,7040000,7040000,7040000,7040000,7596000,NA,NA,NA,557,DPW: Water Supply,WC1392,TRUE,TRUE,2024,2024,,1,1,2024,2024,1
2024,557-270,557-270_2024,BC 6516 Beckleysville Road Bridge over Prettyboy Reservoir,Beckleysville Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,6740000,6740000,6740000,6740000,6740000,6740000,301   Water Revenue Bonds,301,Water Revenue Bonds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-270,557-270_2024,BC 6516 Beckleysville Road Bridge over Prettyboy Reservoir,Beckleysville Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,4493000,4493000,4493000,4493000,4493000,4493000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-270,557-270_2024,BC 6516 Beckleysville Road Bridge over Prettyboy Reservoir,Beckleysville Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Total,0,0,11233000,11233000,11233000,11233000,11233000,11233000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-271,557-271_2024,BC 6504 Phoenix Road Bridge over Greene's Branch,Phoenix Road over Greene's Branch,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,259000,259000,259000,259000,259000,259000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-271,557-271_2024,BC 6504 Phoenix Road Bridge over Greene's Branch,Phoenix Road over Greene's Branch,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,173000,173000,173000,173000,173000,173000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-271,557-271_2024,BC 6504 Phoenix Road Bridge over Greene's Branch,Phoenix Road over Greene's Branch,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Total,0,0,432000,432000,432000,432000,432000,432000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-272,557-272_2024,BC 6517 Gunpowder Road Bridge over Gunpowder Falls,Gunpowder Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,259000,259000,259000,259000,259000,259000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-272,557-272_2024,BC 6517 Gunpowder Road Bridge over Gunpowder Falls,Gunpowder Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,173000,173000,173000,173000,173000,173000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-272,557-272_2024,BC 6517 Gunpowder Road Bridge over Gunpowder Falls,Gunpowder Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Total,0,0,432000,432000,432000,432000,432000,432000,NA,NA,NA,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-273,557-273_2024,BC 6518 Kidds Schoolhouse Road over Prettyboy Reservoir,Kidds Schoolhouse Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,259000,259000,259000,259000,259000,259000,402   Water Utility Funds,402,Water Utility Funds,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
2024,557-273,557-273_2024,BC 6518 Kidds Schoolhouse Road over Prettyboy Reservoir,Kidds Schoolhouse Road Bridge,"Under this on-going program, facilities in the City-owned watersheds are to be repaired or replaced, cleaned and painted. This includes bridges such as BC 6507, BC 6510, BC 6513, and others.",FY2024,Source,0,0,173000,173000,173000,173000,173000,173000,700   County Grants,700,County Grants,557,DPW: Water Supply,NA,FALSE,FALSE,2024,2024,,1,1,2024,2024,1
