fiscal_year,cip_number,cip_year_id,filename,project_title,location,project_desc,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,bureau_program,bureau_name,contract_number
2009,514-765,514-765_2009,2009cp.pdf,Resurfacing Highways Southeast - Sector 4,Various,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,0,0,NA,NA,NA,4000000,NA,Transportation: Street Resurfacing,NA
2010,514-765,514-765_2010,2010cp.pdf,Resurfacing Highways Southeast,Various,"Remove and replace existing asphalt surfaces. The work may also include roadway base repairs, tree pit installation and minor curb and sidewalk repairs.",Total,0,4500000,NA,NA,NA,600000,NA,Transportation: Street Resurfacing,NA
2011,514-765,514-765_2011,2011cp.pdf,Resurfacing Highways Southeast,Various,"Remove and replace existing asphalt surfaces. The work may also include roadway base repairs, tree pit installation and minor curb and sidewalk repairs.",Total,NA,5100000,NA,NA,NA,0,NA,Transportation: Street Resurfacing,NA
2008,514-766,514-766_2008,2008cp.pdf,Federal Resurfacing - Northeast - Sector I,Frankford Ave - Moravia Park Drive to Sinclair Lane,"Work is generally to include the removal and replacement of existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications.",Total,0,0,NA,NA,NA,1200000,NA,Transportation: Street Resurfacing,NA
2009,514-766,514-766_2009,2009cp.pdf,Federal Resurfacing - Northeast - Sector I,Frankford Ave - Moravia Park Drive to Sinclair Lane,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,0,0,NA,NA,NA,1800000,NA,Transportation: Street Resurfacing,NA
2010,514-766,514-766_2010,2010cp.pdf,Federal Resurfacing - Northeast - Sector I Frankford Ave - Moravia Park Drive to Sinclair Lane,Frankford Ave - Moravia Park Drive to Sinclair Lane,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,0,1800000,NA,NA,NA,0,NA,Transportation: Street Resurfacing,NA
2011,514-766,514-766_2011,2011cp.pdf,Stree Resurfacing - Northeast - Sector I Frankford Ave - Moravia Park Drive to Sinclair Lane,Frankford Ave - Moravia Park Drive to Sinclair Lane,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This project is part of an Annual Sustaining Program.",Total,0,1800000,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2008,514-767,514-767_2008,2008cp.pdf,Federal Resurfacing - Northwest - Sector II,North Ave - I-83 overpass to Pennsylvania Avenue,"Work is generally to include the removal and replacement of existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications.",Total,0,0,NA,NA,NA,1200000,NA,Transportation: Street Resurfacing,NA
2009,514-767,514-767_2009,2009cp.pdf,Federal Resurfacing - Northwest - Sector II,Citywide,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,0,0,NA,NA,NA,1800000,NA,Transportation: Street Resurfacing,NA
2011,514-767,514-767_2011,2011cp.pdf,Street Resurfacing - Northwest - Sector II,Citywide,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,NA,1800000,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2008,514-768,514-768_2008,2008cp.pdf,Federal Resurfacing - Southwest - Sector III,Rock Glen Rd - Frederick to Edmondson,"Work is generally to include the removal and replacement of existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications.",Total,0,0,NA,NA,NA,1200000,NA,Transportation: Street Resurfacing,NA
2009,514-768,514-768_2009,2009cp.pdf,Federal Resurfacing - Southwest - Sector III,Citywide,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,0,0,NA,NA,NA,360000,NA,Transportation: Street Resurfacing,NA
2011,514-768,514-768_2011,2011cp.pdf,Street Resurfacing - Southwest - Sector III,Citywide,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,NA,360000,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2008,514-769,514-769_2008,2008cp.pdf,Federal Resurfacing - Southeast - Sector IV,Kane St. - Eastern Ave to North Point,"This work is to include total rsurfacing of the street, including milling, curbs, sidewalks, roadway sub-base, roadway surface and utility adjustments. This is an Annual Sustaining Program.",Total,0,0,NA,NA,NA,1200000,NA,Transportation: Street Resurfacing,NA
2009,514-769,514-769_2009,2009cp.pdf,Federal Resurfacing - Southeast - Sector IV,Citywide,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,0,0,NA,NA,NA,1800000,NA,Transportation: Street Resurfacing,NA
2011,514-769,514-769_2011,2011cp.pdf,Street Resurfacing - Southeast - Sector IV,Citywide,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This is an Annual Sustaining Program.",Total,NA,1800000,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2010,514-775,514-775_2010,2010cp.pdf,Belair Road Corridor Study,Belair Road,A study of the Belair Road corridor is to be performed.,Total,0,0,NA,NA,NA,100000,NA,Transportation: Street Resurfacing,NA
2012,514-791,514-791_2012,2012cp.pdf,Emergency Resurfacing Job Order Contract,Various City wide,"This project is to remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb, and sidewalk repairs.",Total,0,0,NA,NA,NA,0,NA,Transportation: Street Resurfacing,NA
2012,514-846,514-846_2012,2012cp.pdf,Federal Resurfacing Northeast Sector I (514-766),Street Resurfacing - Northeast - Sector I Frankford Ave - Moravia Park Drive to Sinclair Lane,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This project is part of an Annual Sustaining Program.",Total,0,0,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2013,514-846,514-846_2013,2013cp.pdf,NA,NA,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This project is part of an Annual Sustaining Program.",Total,NA,0,NA,NA,NA,2500000,NA,Transportation: Street Resurfacing,NA
2012,514-847,514-847_2012,2012cp.pdf,Federal Resurfacing Northwest Sector II (514-766),Street Resurfacing - Northeast - Sector II,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This project is part of an Annual Sustaining Program.",Total,0,0,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2012,514-848,514-848_2012,2012cp.pdf,Federal Resurfacing Southwest Sector III (514-766),Street Resurfacing - Southwest - Sector III,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This project is part of an Annual Sustaining Program.",Total,0,0,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2012,514-849,514-849_2012,2012cp.pdf,Federal Resurfacing Southeast Sector IV (514-766),Street Resurfacing - Southeast - Sector IV,"Remove and replace existing asphalt surfaces. It may also include roadway base repairs, minor curb and sidewalk repairs, and other isolated roadway appurtenance modifications. This project is part of an Annual Sustaining Program.",Total,0,0,NA,NA,NA,3000000,NA,Transportation: Street Resurfacing,NA
2009,514-880,514-880_2009,2009cp.pdf,Beckley Street,Southeast Baltimore Industrial,Construct new road at the Chesapeake Commerce Center.,Total,0,0,NA,NA,NA,1000000,NA,Transportation: Street Resurfacing,NA
2009,514-881,514-881_2009,2009cp.pdf,Local Resurfacing -- Downtown,Various,"Improve sidewalks, lighting and roadway in the downtown area.",Total,0,200000,NA,NA,NA,2000000,NA,Transportation: Street Resurfacing,NA
2010,514-999,514-999_2010,2010cp.pdf,Debt Service for County Transportation Bonds,Various,Repay State of Maryland for county transportation bonds. This is an annual cost through 2032.,Total,0,0,NA,NA,NA,0,NA,Transportation: Street Resurfacing,NA
2013,517-002,517-002_2013,2013cp.pdf,NA,NA,By having an urgent needs contract the Bureau of Solid Waste would have the capability to rectify/repair problems at its facilities in an expeditious manner w/o the need for other agencies or their contracts.,Total,NA,0,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2010,517-010,517-010_2010,2010cp.pdf,Eastside Waste Transfer/C&D Processing Facility,6101 Bowleys Lane [or Other Location in East Baltimore],"Provide a reliable waste disposal facility in the eastern portion of the city. Provide a construction and demolition processing/recycling facility to save landfill space. Use a public/private partnership for the design, construction, and operation.",Total,NA,0,NA,NA,NA,200000,NA,DPW: Solid Waste,NA
2012,517-010,517-010_2012,2012cp.pdf,Eastside Waste Transfer/C&D Processing Facility,6101 Bowleys Lane [or Other Location in East Baltimore],"Provide a reliable waste disposal facility in the eastern portion of the city. Provide a construction and demolition processing/recycling facility to save landfill space. Use a public/private partnership for the design, construction, and operation.",Total,0,0,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2013,517-010,517-010_2013,2013cp.pdf,NA,NA,"Provide a reliable waste disposal facility in the eastern portion of the city. Provide a construction and demolition processing/recycling facility to save landfill space. Use a public/private partnership for the design, construction, and operation.",Total,NA,0,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2009,517-022,517-022_2009,2009cp.pdf,Solid Waste Vehicle Storage / Repair Facility,111 Kane Street,"Provide sufficient funding for the eventuality of acquiring the property that will need an overall facility upgrade, specifically for the sweeper operation.",Total,0,2500000,NA,NA,NA,500000,NA,DPW: Solid Waste,NA
2010,517-022,517-022_2010,2010cp.pdf,Solid Waste Services and Adminstration Facility,111 Kane Street,Provide sufficient funding for building upgrades and future funding to acquire another facility since the current site is being leased.,Total,0,3000000,NA,NA,NA,250000,NA,DPW: Solid Waste,NA
2012,517-022,517-022_2012,2012cp.pdf,Solid Waste Special Services and Adminstration Facility,111 Kane Street,Provide sufficient funding for building upgrades and future funding to acquire this or another facility since the current site is being leased.,Total,0,3000000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2013,517-022,517-022_2013,2013cp.pdf,NA,NA,Provide sufficient funding for building upgrades and future funding to acquire this or another facility since the current site is being leased.,Total,NA,3001000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2008,517-047,517-047_2008,2008cp.pdf,Quarantine Road Landfill Expansion,5901 and 6100 Quarantine Road,The funding will be utilized to create a mega-landfill with the merging of the existing Quarantine Road Landfill and the Millennium Landfill across the road from QRL.,Total,0,1000000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2009,517-047,517-047_2009,2009cp.pdf,Quarantine Road Landfill Expansion,5901 and 6100 Quarantine Road,Create a mega-landfill with the merging of the existing Quarantine Road Landfill and the Millennium Landfill across the road from QRL.,Total,0,1000000,NA,NA,NA,10000000,NA,DPW: Solid Waste,NA
2010,517-047,517-047_2010,2010cp.pdf,Quarantine Road Landfill Expansion,5901 and 6100 Quarantine Road,Create a mega-landfill with the merging of the existing Quarantine Road Landfill and the Millennium Landfill across the road from the Quarantine Road Landfill.,Total,0,11000000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2011,517-047,517-047_2011,2011cp.pdf,Quarantine Road Landfill Expansion,5901 and 6100 Quarantine Road,Create a mega-landfill with the merging of the existing Quarantine Road Landfill and the Millennium Landfill across the road from the Quarantine Road Landfill.,Total,NA,11000000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2012,517-047,517-047_2012,2012cp.pdf,Quarantine Road Landfill Expansion,5901 and 6100 Quarantine Road,"Create a much greater surface area footprint, which, in turn, allows for greater vertical expansion with the merging of the existing Quarantine Road Landfill and the Millennium Landfill across the road QRLandfill to lengthen the landfill`s life.",Total,0,11000000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2013,517-047,517-047_2013,2013cp.pdf,NA,NA,"Create a much greater surface area footprint, which, in turn, allows for greater vertical expansion with the merging of the existing Quarantine Road Landfill and the Millennium Landfill across the road to lengthen the landfill`s life.",Total,NA,11000000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2008,517-500,517-500_2008,2008cp.pdf,Solid Waste Facility Renovations,Citywide,"Renovations are to be made to various Solid Waste facilities including administrative areas, locker rooms and restrooms, stairways and walkways, landscaping and paved areas. These improvements would enhance safety and operations at the facilities.",Total,0,263000,NA,NA,NA,100000,NA,DPW: Solid Waste,NA
2009,517-500,517-500_2009,2009cp.pdf,Solid Waste Facility Renovations,Citywide,"Renovate various Solid Waste facilities including administrative areas, locker rooms and restrooms, stairways and walkways, landscaping and paved areas. These improvements will enhance safety and operations at the facilities.",Total,0,363000,NA,NA,NA,450000,NA,DPW: Solid Waste,NA
2010,517-500,517-500_2010,2010cp.pdf,Solid Waste Facility Renovations,Citywide,"Renovate various Solid Waste facilities including administrative areas, locker rooms and restrooms, stairways and walkways, landscaping and paved areas. These improvements will enhance safety and operations at the facilities.",Total,0,813000,NA,NA,NA,50000,NA,DPW: Solid Waste,NA
2012,517-500,517-500_2012,2012cp.pdf,Solid Waste Facility Renovations,Citywide,"Renovate various Solid Waste facilities including administrative areas, locker rooms and restrooms, stairways and walkways, landscaping and paved areas. These improvements will enhance safety and operations at the facilities.",Total,0,1264000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2013,517-500,517-500_2013,2013cp.pdf,NA,NA,"Renovate various Solid Waste facilities including administrative areas, locker rooms and restrooms, stairways and walkways, landscaping and paved areas. These improvements will enhance safety and operations at the facilities.",Total,NA,1264000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2008,517-501,517-501_2008,2008cp.pdf,Methane Gas Collection System,Citywide,"This project funds a gas collection system to collect methane, a valuable resource.",Total,0,0,NA,NA,NA,2000000,NA,DPW: Solid Waste,NA
2009,517-501,517-501_2009,2009cp.pdf,Methane Gas Collection System,"Quarantine Road Landfill, Hawkins Point","Collect methane, a valuable resource from the Quarantine Road Landfill, which will be sold to the United States Coast Guard and used as an alternative energy source.",Total,0,2000000,NA,NA,NA,250000,NA,DPW: Solid Waste,NA
2010,517-501,517-501_2010,2010cp.pdf,Methane Gas Collection System,"Quarantine Road Landfill, Hawkins Point","Collect methane, a valuable resource from the Quarantine Road Landfill, which will be sold to the United States Coast Guard and used as an alternative energy source.",Total,-200000,2250000,NA,NA,NA,250000,NA,DPW: Solid Waste,NA
2011,517-501,517-501_2011,2011cp.pdf,Methane Gas Collection System,"Quarantine Road Landfill, Hawkins Point","Collect methane, a valuable resource from the Quarantine Road Landfill, which will be sold to the United States Coast Guard and used as an alternative energy source.",Total,-175000,2250000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2012,517-501,517-501_2012,2012cp.pdf,Methane Gas Collection System,"Quarantine Road Landfill, Hawkins Point","Collect methane, a valuable resource from the Quarantine Road Landfill, which will be sold to the United States Coast Guard and used as an alternative energy source.",Total,-75000,2500000,NA,NA,NA,250000,NA,DPW: Solid Waste,NA
2013,517-501,517-501_2013,2013cp.pdf,NA,NA,"Collect methane, a valuable resource from the Quarantine Road Landfill, which will be sold to the United States Coast Guard and used as an alternative energy source.",Total,NA,2750000,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2010,517-502,517-502_2010,2010cp.pdf,Comprehensive Solid Waste Management Program,Citywide,"Completely revamp the solid waste collection methodology including routing, collecting, and scheduling.",Total,NA,0,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2012,517-502,517-502_2012,2012cp.pdf,Comprehensive Solid Waste Management Program,Citywide,"Continue the ""modernization"" of the solid waste collection methodology including routing, collecting, and scheduling.",Total,0,0,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2013,517-502,517-502_2013,2013cp.pdf,NA,NA,"Continue the ""modernization"" of the solid waste collection methodology including routing, collecting, and scheduling.",Total,NA,0,NA,NA,NA,0,NA,DPW: Solid Waste,NA
2012,517-911,517-911_2012,2012cp.pdf,Quarantine Road Landfill Site Improvements,5901 and 6100 Quarantine Road,"The City received numerous site complaints and notices of violation over the last several years due to compliance lapses directly related to antiquated site controls. In order to remain in good standing with regulators, major site upgrades are needed.",Total,0,0,NA,NA,NA,5800000,NA,DPW: Solid Waste,NA
2013,517-911,517-911_2013,2013cp.pdf,NA,NA,"The City received numerous site complaints and notices of violation over the last several years due to compliance lapses directly related to antiquated site controls. In order to remain in good standing with regulators, major site upgrades are needed.",Total,NA,5800000,NA,NA,NA,1700000,NA,DPW: Solid Waste,NA
2008,520-020,520-020_2008,2008cp.pdf,Lakewood Avenue Relief Drain - Phase IV Construction,Hudson St to the Harbor,The Lakewood Ave storm drain is to be replaced from Hudson Street to Dillon Street.,Total,0,0,NA,NA,NA,600000,NA,DPW: Storm Water Program,NA
2009,520-020,520-020_2009,2009cp.pdf,Lakewood Avenue Relief Drain - Phase IV Construction,Hudson St to the Harbor,Design and reconstruct the portion of the Lakewood Avenue Drain from North of Hudson Street to Dillon Street.,Total,NA,600000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2010,520-020,520-020_2010,2010cp.pdf,Lakewood Avenue Relief Drain - Phase IV Construction,Hudson St to the Harbor,Design and reconstruct the portion of the Lakewood Avenue Drain from North of Hudson Street to Dillon Street.,Total,0,600000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2012,520-020,520-020_2012,2012cp.pdf,Lakewood Avenue Relief Drain - Phase IV Construction,Hudson St to the Harbor,"Study the portion of the Lakewood Avenue Drain from North of Hudson Street to Dillon Street, prerequisite to future capital project.",Total,0,600000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2009,520-092,520-092_2009,2009cp.pdf,Roselawn Avenue Storm Drain Improvements,Roselawn Avenue from Hamlet Avenue to Old Harford Road,"Replace the existing undersized 21"" RCP storm drain in Roselawn Avenue with a large diameter pipe to correct flooding problem.",Total,0,0,NA,NA,NA,300000,NA,DPW: Storm Water Program,NA
2010,520-093,520-093_2010,2010cp.pdf,Race Street Box Culvert,Inner Harbor/Middle Branch section of the City,"Study, design, and reconstruct/rehabilitate an existing stormwater box culvert.",Total,0,0,NA,NA,NA,620000,NA,DPW: Storm Water Program,NA
2011,520-093,520-093_2011,2011cp.pdf,Race Street Box Culvert,Inner Harbor/Middle Branch section of the City,"Rehabilitate/replace 1,890 LF of box culvert. The 6 ft X 11 ft culvert is extremely deteriorated and poses an imminent safety hazard. 1,665 LF must be rehabilitated and the remaining 225 LF must be replaced.",Total,0,620000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2012,520-093,520-093_2012,2012cp.pdf,Race Street Box Culvert,Inner Harbor/Middle Branch section of the City,"Rehabilitate/replace 1,890 LF of box culvert. The 6 ft X 11 ft culvert is extremely deteriorated and poses an imminent safety hazard. 1,665 LF must be rehabilitated and the remaining 225 LF must be replaced.",Total,0,620000,NA,NA,NA,2875000,NA,DPW: Storm Water Program,NA
2012,520-094,520-094_2012,2012cp.pdf,Infrastructure Condition Assessment and Asset Management,Citywide,Inspect all City stormwater pipes 36 inches in diameter and larger. This project is prerequisite to future capital projects.,Total,0,0,NA,NA,NA,100000,NA,DPW: Storm Water Program,NA
2008,520-099,520-099_2008,2008cp.pdf,Small Storm Drain and Inlet Repairs,Various Locations,Funds are to be used to make repairs to storm drains and inlets and to extend and modify the system as needed to insure adequate drainage.,Total,NA,8190000,NA,NA,NA,1500000,NA,DPW: Storm Water Program,NA
2009,520-099,520-099_2009,2009cp.pdf,Small Storm Drain and Inlet Repairs,Various,"Repair, replace and/or install storm drain system or appurtenances to correct or improve the structural and conveyance capability of the system.",Total,0,9690000,NA,NA,NA,400000,NA,DPW: Storm Water Program,NA
2010,520-099,520-099_2010,2010cp.pdf,Small Storm Drain and Inlet Repairs,Various,"Repair, replace and/or install storm drain system or appurtenances to correct or improve the structural and conveyance capability of the system.",Total,0,11090000,NA,NA,NA,800000,NA,DPW: Storm Water Program,NA
2011,520-099,520-099_2011,2011cp.pdf,Small Storm Drain and Inlet Repairs,Various,"Plan and design solutions to potentially dangerous storm water management systems. Investigation of piping systems will require upgrades in Baltimore City. Reconstruct, repair, and replace collapsing and obsolete storm drains and inlets using green infr",Total,0,11890000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2012,520-099,520-099_2012,2012cp.pdf,Small Storm Drain and Inlet Rehabilitation,Various,"Provide solutions to potentially dangerous storm water management systems. Investigation of piping systems will require upgrades in Baltimore City. Reconstruct, repair, and replace collapsing and obsolete storm drains and inlets.",Total,0,11890000,NA,NA,NA,2000000,NA,DPW: Storm Water Program,NA
2013,520-099,520-099_2013,2013cp.pdf,NA,NA,"Provide solutions to potentially dangerous storm water management systems. Investigation of piping systems will require upgrades in Baltimore City. Reconstruct, repair, and replace collapsing and obsolete storm drains and inlets.",Total,NA,13890000,NA,NA,NA,1000000,NA,DPW: Storm Water Program,NA
2008,520-100,520-100_2008,2008cp.pdf,Storm Water Drain - Safety Grates,City wide,New storm water grates are to be installed along bicycle routes for safety purposes.,Total,0,500000,NA,NA,NA,500000,NA,DPW: Storm Water Program,NA
2009,520-100,520-100_2009,2009cp.pdf,Storm Water Drain - Safety Grates,Citywide,Replace existing storm inlets grates with safety grates to increase bicycle safety.,Total,0,1000000,NA,NA,NA,200000,NA,DPW: Storm Water Program,NA
2009,520-400,520-400_2009,2009cp.pdf,Pulaski Highway Storm Water Improvements,Pulaski Highway and Monument Street,Design and construct storm drain improvements to alleviate the flooding problem at the sump area in Pulaski Highway near Monument Street.,Total,0,2864000,NA,NA,NA,300000,NA,DPW: Storm Water Program,NA
2011,520-400,520-400_2011,2011cp.pdf,Pulaski Highway Storm Water Improvements,Pulaski Highway and Monument Street,Repair erosion and flooding at Pulaski Highway and Monument Street. The construction project helps meet the mandates of the City`s MDE MS4 Stormwater Permit and addresses neighborhood flooding issues.,Total,0,3164000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2012,520-400,520-400_2012,2012cp.pdf,Pulaski Highway Storm Water Improvements,Pulaski Highway and Monument Street,Alleviate erosion and flooding at Pulaski Highway and Monument Street. This project helps meet the mandates of the City`s MDE MS4 Stormwater Permit and addresses neighborhood flooding issues.,Total,0,3164000,NA,NA,NA,450000,NA,DPW: Storm Water Program,NA
2008,520-439,520-439_2008,2008cp.pdf,On Call Storm Drain Design/Engin. Service,Citywide,"This project is for on call services of an engineering consulting firm to perform investigations, inspections, prepare designs and/or recommend improvements to existing storm drains.",Total,NA,1450000,NA,NA,NA,500000,NA,DPW: Storm Water Program,NA
2009,520-439,520-439_2009,2009cp.pdf,On Call Storm Drain Design/Engin. Service,Citywide,"Investigate, recommend solutions and design improvements to identified projects using the services of an On-Call Engineering consultant to resolve stormwater drainage problems.",Total,0,1950000,NA,NA,NA,500000,NA,DPW: Storm Water Program,NA
2010,520-439,520-439_2010,2010cp.pdf,On Call Storm Drain Design/Engin. Service,Citywide,"Investigate, recommend solutions and design improvements to identified projects using the services of an On-Call Engineering consultant to resolve stormwater drainage problems.",Total,0,2450000,NA,NA,NA,500000,NA,DPW: Storm Water Program,NA
2011,520-439,520-439_2011,2011cp.pdf,On Call Storm Drain Design/Engin. Service,Citywide,"Investigate, recommend solutions and design improvements to identified projects using the services of an On-Call Engineering consultant to resolve stormwater drainage problems.",Total,0,2950000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2012,520-439,520-439_2012,2012cp.pdf,On Call Storm Drain Design/Engin. Service,Citywide,"Investigate, recommend solutions and design improvements to identified projects using the services of an On-Call Engineering consultant to resolve stormwater drainage problems. This project is prerequisite to future capital projects.",Total,0,2950000,NA,NA,NA,1350000,NA,DPW: Storm Water Program,NA
2013,520-439,520-439_2013,2013cp.pdf,NA,NA,"Investigate, recommend solutions and design improvements to identified projects using the services of an On-Call Engineering consultant to resolve stormwater drainage problems. This project is prerequisite to future capital projects.",Total,NA,4300000,NA,NA,NA,400000,NA,DPW: Storm Water Program,NA
2009,520-450,520-450_2009,2009cp.pdf,Annapolis Road Storm Drain Improvements,"Annapolis Road south of Monroe Street Bridge, adjacent to Gwynns Falls",Study and design the upgrade to the existing storm drain system in the 1900 block of Annapolis Road to resolve a history of flooding occurences.,Total,NA,500000,NA,NA,NA,500000,NA,DPW: Storm Water Program,NA
2009,520-451,520-451_2009,2009cp.pdf,Fairmount Storm Drain Improvements,"Fairmount area West Baltimore near Chesholm, Cedric, and Nortonia Roads","Study and design an upgrade to storm drains at the Fairmont area of West Baltimore in the City to alleviate flooding. Construct a new drainage system to include storm drain pipes, inlets, manholes, and all associated appurtenances.",Total,0,500000,NA,NA,NA,700000,NA,DPW: Storm Water Program,NA
2012,520-451,520-451_2012,2012cp.pdf,Fairmount Storm Drain Improvements,"Fairmount area West Baltimore near Chesholm, Cedric, and Nortonia Roads","Study and design an upgrade to storm drains at the Fairmont area of West Baltimore in the City to alleviate flooding. Construct a new drainage system to include storm drain pipes, inlets, manholes, and all associated appurtenances.",Total,0,500000,NA,NA,NA,1850000,NA,DPW: Storm Water Program,NA
2008,520-708,520-708_2008,2008cp.pdf,Storm Water Pumping Stations Improvements,Various,"Improvements to the existing storm water pumping stations (Collgate St., Charles St., etc.) are needed to maintain performance and reliability for storm water control and management.",Total,NA,0,NA,NA,NA,200000,NA,DPW: Storm Water Program,NA
2009,520-708,520-708_2009,2009cp.pdf,Storm Water Pumping Stations Improvements,Various,"Study, design, and construct the necessary improvements to the existing storm water pumping stations (Colgate St., Charles St., etc.) to improve performance and operational reliability.",Total,NA,200000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2010,520-708,520-708_2010,2010cp.pdf,Storm Water Pumping Stations Improvements,Various,"Study, design, and construct the necessary improvements to the existing storm water pumping stations (Colgate St., Charles St., etc.) to improve performance and operational reliability.",Total,0,200000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2012,520-708,520-708_2012,2012cp.pdf,Storm Water Pumping Stations Improvements,Various,"Study, design, and construct the necessary improvements to the existing storm water pumping stations (Colgate St., Charles St., etc.) to improve performance and operational reliability.",Total,0,200000,NA,NA,NA,1630000,NA,DPW: Storm Water Program,NA
2008,520-711,520-711_2008,2008cp.pdf,Emergency Flood Mitigation,Various,Project will provide for clearing and stabilizing streams and open channels within the City.,Total,NA,350000,NA,NA,NA,200000,NA,DPW: Storm Water Program,NA
2009,520-711,520-711_2009,2009cp.pdf,Emergency Flood Mitigation,Various,"Study, inspect and develop a design strategy in cleaning the stream channels of debris accumulations and improve the stream channel cross section to be able to improve channel flow and stabilize the stream bank to prevent erosions.",Total,NA,550000,NA,NA,NA,200000,NA,DPW: Storm Water Program,NA
2010,520-711,520-711_2010,2010cp.pdf,Emergency Flood Mitigation,Various,"Study, inspect and develop a design strategy to clean the stream channels of debris accumulations, improve the stream channel cross section to be able to improve channel flow, and stabilize the stream bank to prevent erosion.",Total,0,750000,NA,NA,NA,0,NA,DPW: Storm Water Program,NA
2008,520-715,520-715_2008,2008cp.pdf,Northeast Baltimore Drainage Improvements,Northeast Baltimore,Funds are to be used for storm water system improvement evaluations in the Northeast Baltimore area to improve public safety and minimize property damage during significant storm events.,Total,NA,0,NA,NA,NA,250000,NA,DPW: Storm Water Program,NA
